Orthogroup	Duplications (all)	Duplications (50% support)
OG0004189	0	0
OG0004190	0	0
OG0004191	0	0
OG0004192	0	0
OG0004193	0	0
OG0004194	0	0
OG0004195	0	0
OG0004196	0	0
OG0004197	0	0
OG0004198	0	0
OG0004199	0	0
OG0004200	0	0
OG0004201	0	0
OG0004202	0	0
OG0004203	0	0
OG0004204	0	0
OG0004205	0	0
OG0004206	0	0
OG0004207	0	0
OG0004208	0	0
OG0004209	0	0
OG0004210	1	1
OG0004211	0	0
OG0004212	2	2
OG0004213	0	0
OG0004214	0	0
OG0004215	0	0
OG0004216	0	0
OG0004217	0	0
OG0004218	0	0
OG0004219	0	0
OG0004220	0	0
OG0004221	0	0
OG0004222	0	0
OG0004223	0	0
OG0004224	0	0
OG0004225	0	0
OG0004226	0	0
OG0004227	0	0
OG0004228	0	0
OG0004229	0	0
OG0004230	2	2
OG0004231	1	1
OG0004232	1	1
OG0004233	1	1
OG0004234	1	1
OG0004235	0	0
OG0004236	0	0
OG0004237	1	1
OG0004238	1	1
OG0004239	0	0
OG0004240	0	0
OG0004241	2	2
OG0004242	0	0
OG0004243	1	0
OG0004244	1	1
OG0004245	0	0
OG0004246	1	1
OG0004247	0	0
OG0004248	0	0
OG0004249	3	3
OG0004250	2	2
OG0004251	2	2
OG0004252	0	0
OG0004253	0	0
OG0004254	0	0
OG0004255	0	0
OG0004256	0	0
OG0004257	0	0
OG0004258	1	1
OG0004259	0	0
OG0004260	0	0
OG0004261	0	0
OG0004262	0	0
OG0004263	0	0
OG0004264	0	0
OG0004265	0	0
OG0004266	0	0
OG0004267	0	0
OG0004268	0	0
OG0004269	1	0
OG0004270	0	0
OG0004271	0	0
OG0004272	0	0
OG0004273	1	1
OG0004274	0	0
OG0004275	0	0
OG0004276	0	0
OG0004277	1	0
OG0004278	1	1
OG0004279	1	1
OG0004280	0	0
OG0004281	0	0
OG0004282	0	0
OG0004283	1	1
OG0004284	0	0
OG0004285	0	0
OG0004286	0	0
OG0004287	0	0
OG0004288	0	0
OG0004289	0	0
OG0004290	0	0
OG0004291	0	0
OG0004292	0	0
OG0004293	1	1
OG0004294	0	0
OG0004295	0	0
OG0004296	1	1
OG0004297	0	0
OG0004298	0	0
OG0004299	1	0
OG0004300	0	0
OG0004301	0	0
OG0004302	1	1
OG0004303	1	1
OG0004304	1	1
OG0004305	1	1
OG0004306	0	0
OG0004307	2	2
OG0004308	0	0
OG0004309	0	0
OG0004310	2	2
OG0004311	1	1
OG0004312	1	1
OG0004313	1	1
OG0004314	1	1
OG0004315	0	0
OG0004316	0	0
OG0004317	0	0
OG0004318	0	0
OG0004319	0	0
OG0004320	1	1
OG0004321	0	0
OG0004322	0	0
OG0004323	0	0
OG0004324	1	1
OG0004325	1	1
OG0004326	3	3
OG0004327	3	3
OG0004328	0	0
OG0004329	0	0
OG0004330	1	1
OG0004331	0	0
OG0004332	1	1
OG0004333	1	1
OG0004334	1	1
OG0004335	1	1
OG0004336	2	2
OG0004337	3	3
OG0004338	3	3
OG0004339	3	3
OG0004340	3	3
OG0004341	3	3
OG0004342	3	3
OG0004343	3	3
OG0004344	3	3
OG0004345	3	3
